NEWAGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,GEO_ID
1,2833,1441,1392,0500000US04011
2,3273,1738,1535,0500000US04011
3,1066,545,521,0500000US04011
4,1063,570,493,0500000US04011
5,703,362,341,0500000US04011
6,354,157,197,0500000US04011
7,191,58,133,0500000US04011
0,21098,10820,10278,0500000US04012
1,3891,2066,1825,0500000US04012
2,4511,2333,2178,0500000US04012
3,1772,838,934,0500000US04012
4,2637,1260,1377,0500000US04012
5,3852,1958,1894,0500000US04012
6,3429,1810,1619,0500000US04012
7,1006,555,451,0500000US04012
0,4410824,2181718,2229106,0500000US04013
1,1169492,597517,571975,0500000US04013
2,1509634,764811,744823,0500000US04013
3,552449,272878,279571,0500000US04013
4,509964,244911,265053,0500000US04013
5,388110,178860,209250,0500000US04013
6,202551,91844,110707,0500000US04013
7,78624,30897,47727,0500000US04013
0,209550,105979,103571,0500000US04015
1,39380,20083,19297,0500000US04015
2,49574,26463,23111,0500000US04015
3,22819,11299,11520,0500000US04015
4,34251,16436,17815,0500000US04015
5,35989,17909,18080,0500000US04015
6,21467,10976,10491,0500000US04015
7,6070,2813,3257,0500000US04015
0,110445,55281,55164,0500000US04017
1,32286,16436,15850,0500000US04017
2,31568,16504,15064,0500000US04017
3,12026,5928,6098,0500000US04017
4,14555,6954,7601,0500000US04017
5,12107,5834,6273,0500000US04017
6,6096,2880,3216,0500000US04017
7,1807,745,1062,0500000US04017
0,1039073,511456,527617,0500000US04019
1,248777,126410,122367,0500000US04019
2,341786,175139,166647,0500000US04019
3,113841,55731,58110,0500000US04019
4,129414,60989,68425,0500000US04019
5,116499,54142,62357,0500000US04019
6,63318,28913,34405,0500000US04019
7,25438,10132,15306,0500000US04019
0,447138,232917,214221,0500000US04021
1,110916,56906,54010,0500000US04021
2,142028,80012,62016,0500000US04021
3,49980,26735,23245,0500000US04021
4,53085,25282,27803,0500000US04021
5,54870,26026,28844,0500000US04021
6,28706,14434,14272,0500000US04021
7,7553,3522,4031,0500000US04021
0,46511,22473,24038,0500000US04023
1,13839,7039,6800,0500000US04023
2,13263,6507,6756,0500000US04023
3,5276,2453,2823,0500000US04023
4,5712,2639,3073,0500000US04023
5,4915,2298,2617,0500000US04023
6,2565,1167,1398,0500000US04023
7,941,370,571,0500000US04023
0,231993,113321,118672,0500000US04025
1,42340,21950,20390,0500000US04025
2,51926,26724,25202,0500000US04025
3,24503,11749,12754,0500000US04025
4,39946,18067,21879,0500000US04025
5,43542,20672,22870,0500000US04025
6,22311,10976,11335,0500000US04025
7,7425,3183,4242,0500000US04025
0,212128,109306,102822,0500000US04027
1,59660,30686,28974,0500000US04027
2,70412,39142,31270,0500000US04027
3,21453,10394,11059,0500000US04027
4,20775,10031,10744,0500000US04027
5,19578,9181,10397,0500000US04027
6,15003,7276,7727,0500000US04027
7,5247,2596,2651,0500000US04027
0,17769,8593,9176,0500000US05001
1,4437,2254,2183,0500000US05001
2,5095,2470,2625,0500000US05001
3,2207,1074,1133,0500000US05001
4,2546,1229,1317,0500000US05001
5,2004,992,1012,0500000US05001
6,1041,425,616,0500000US05001
7,439,149,290,0500000US05001
0,20046,9771,10275,0500000US05003
1,5014,2576,2438,0500000US05003
2,5559,2691,2868,0500000US05003
3,2624,1255,1369,0500000US05003
4,2768,1362,1406,0500000US05003
5,2367,1131,1236,0500000US05003
6,1339,613,726,0500000US05003
7,375,143,232,0500000US05003
0,41619,20096,21523,0500000US05005
1,8061,4159,3902,0500000US05005
2,9493,4705,4788,0500000US05005
3,4661,2227,2434,0500000US05005
4,6544,2998,3546,0500000US05005
5,6759,3158,3601,0500000US05005
6,4502,2156,2346,0500000US05005
7,1599,693,906,0500000US05005
0,272608,135582,137026,0500000US05007
1,77966,39944,38022,0500000US05007
2,94774,48071,46703,0500000US05007
3,33984,16980,17004,0500000US05007
4,29327,14186,15141,0500000US05007
5,21371,9910,11461,0500000US05007
6,11012,4896,6116,0500000US05007
7,4174,1595,2579,0500000US05007
0,37480,18443,19037,0500000US05009
1,9326,4854,4472,0500000US05009
2,10647,5351,5296,0500000US05009
3,4675,2283,2392,0500000US05009
4,5089,2458,2631,0500000US05009
5,4348,2043,2305,0500000US05009
6,2463,1083,1380,0500000US05009
7,932,371,561,0500000US05009
0,10897,5306,5591,0500000US05011
1,2834,1457,1377,0500000US05011
2,3166,1574,1592,0500000US05011
3,1360,667,693,0500000US05011
4,1470,689,781,0500000US05011
5,1132,544,588,0500000US05011
6,656,285,371,0500000US05011
7,279,90,189,0500000US05011
0,5277,2662,2615,0500000US05013
1,1113,576,537,0500000US05013
2,1476,782,694,0500000US05013
3,714,367,347,0500000US05013
4,837,432,405,0500000US05013
5,665,317,348,0500000US05013
6,350,144,206,0500000US05013
7,122,44,78,0500000US05013
0,28223,14047,14176,0500000US05015
1,6699,3412,3287,0500000US05015
2,7448,3795,3653,0500000US05015
3,3364,1683,1681,0500000US05015
4,4168,2018,2150,0500000US05015
5,3997,2001,1996,0500000US05015
6,1911,897,1014,0500000US05015
7,636,241,395,0500000US05015
0,10438,5272,5166,0500000US05017
1,2559,1356,1203,0500000US05017
2,2897,1637,1260,0500000US05017
3,1253,630,623,0500000US05017
4,1607,771,836,0500000US05017
5,1127,500,627,0500000US05017
6,677,285,392,0500000US05017
7,318,93,225,0500000US05017
0,22061,10452,11609,0500000US05019
1,5732,2792,2940,0500000US05019
2,7762,3730,4032,0500000US05019
3,2327,1111,1216,0500000US05019
4,2553,1182,1371,0500000US05019
5,2049,971,1078,0500000US05019
6,1180,508,672,0500000US05019
7,458,158,300,0500000US05019
0,14847,7255,7592,0500000US05021
1,3533,1777,1756,0500000US05021
2,4156,2109,2047,0500000US05021
3,1913,970,943,0500000US05021
4,2066,1009,1057,0500000US05021
5,1736,799,937,0500000US05021
6,1082,462,620,0500000US05021
7,361,129,232,0500000US05021
0,24965,12277,12688,0500000US05023
1,5180,2674,2506,0500000US05023
2,6185,3090,3095,0500000US05023
3,3016,1522,1494,0500000US05023
4,3897,1894,2003,0500000US05023
5,3568,1685,1883,0500000US05023
6,2266,1071,1195,0500000US05023
7,853,341,512,0500000US05023
0,8018,3978,4040,0500000US05025
1,1934,997,937,0500000US05025
2,2187,1084,1103,0500000US05025
3,1042,534,508,0500000US05025
4,1172,581,591,0500000US05025
5,983,473,510,0500000US05025
6,527,241,286,0500000US05025
7,173,68,105,0500000US05025
0,23537,11352,12185,0500000US05027
1,6338,3261,3077,0500000US05027
2,7637,3724,3913,0500000US05027
3,2571,1203,1368,0500000US05027
4,2890,1397,1493,0500000US05027
5,2224,1031,1193,0500000US05027
6,1307,533,774,0500000US05027
7,570,203,367,0500000US05027
0,20891,10260,10631,0500000US05029
1,5121,2604,2517,0500000US05029
2,5944,2962,2982,0500000US05029
3,2675,1312,1363,0500000US05029
4,3056,1496,1560,0500000US05029
5,2265,1085,1180,0500000US05029
6,1303,603,700,0500000US05029
7,527,198,329,0500000US05029
0,108558,52730,55828,0500000US05031
1,30591,15780,14811,0500000US05031
2,38569,18959,19610,0500000US05031
3,12467,6046,6421,0500000US05031
4,11901,5572,6329,0500000US05031
5,8651,3895,4756,0500000US05031
6,4534,1827,2707,0500000US05031
7,1845,651,1194,0500000US05031
0,63406,31258,32148,0500000US05033
1,16958,8647,8311,0500000US05033
2,19276,9637,9639,0500000US05033
3,8211,4049,4162,0500000US05033
4,8414,4151,4263,0500000US05033
5,6137,2891,3246,0500000US05033
6,3326,1494,1832,0500000US05033
7,1084,389,695,0500000US05033
0,48342,23011,25331,0500000US05035
1,14328,7332,6996,0500000US05035
2,15191,7153,8038,0500000US05035
3,5907,2674,3233,0500000US05035
4,6078,2886,3192,0500000US05035
5,4059,1866,2193,0500000US05035
6,2031,863,1168,0500000US05035
7,748,237,511,0500000US05035
0,16676,8044,8632,0500000US05037
1,4295,2178,2117,0500000US05037
2,4886,2364,2522,0500000US05037
3,2085,1026,1059,0500000US05037
4,2280,1093,1187,0500000US05037
5,1799,833,966,0500000US05037
6,964,418,546,0500000US05037
7,367,132,235,0500000US05037
0,7182,3549,3633,0500000US05039
1,1675,892,783,0500000US05039
2,1881,954,927,0500000US05039
3,843,409,434,0500000US05039
4,1118,578,540,0500000US05039
5,929,433,496,0500000US05039
6,490,208,282,0500000US05039
7,246,75,171,0500000US05039
0,11512,5437,6075,0500000US05041
1,3200,1625,1575,0500000US05041
2,3155,1451,1704,0500000US05041
3,1296,601,695,0500000US05041
4,1673,805,868,0500000US05041
5,1261,587,674,0500000US05041
6,681,296,385,0500000US05041
7,246,72,174,0500000US05041
0,18328,8955,9373,0500000US05043
1,4667,2464,2203,0500000US05043
2,6054,3016,3038,0500000US05043
3,2081,956,1125,0500000US05043
4,2319,1145,1174,0500000US05043
5,1720,786,934,0500000US05043
6,1081,450,631,0500000US05043
7,406,138,268,0500000US05043
0,124806,60992,63814,0500000US05045
1,32976,16867,16109,0500000US05045
2,48001,23583,24418,0500000US05045
3,14590,7115,7475,0500000US05045
4,13657,6567,7090,0500000US05045
5,9484,4390,5094,0500000US05045
6,4497,1920,2577,0500000US05045
7,1601,550,1051,0500000US05045
0,17810,8908,8902,0500000US05047
1,4502,2377,2125,0500000US05047
2,5152,2688,2464,0500000US05047
3,2226,1094,1132,0500000US05047
4,2487,1193,1294,0500000US05047
5,1897,901,996,0500000US05047
6,1108,507,601,0500000US05047
7,438,148,290,0500000US05047
0,12269,6021,6248,0500000US05049
1,2766,1446,1320,0500000US05049
2,2883,1419,1464,0500000US05049
3,1517,746,771,0500000US05049
4,1882,878,1004,0500000US05049
5,1780,851,929,0500000US05049
6,1064,526,538,0500000US05049
7,377,155,222,0500000US05049
0,99154,47660,51494,0500000US05051
1,22017,11331,10686,0500000US05051
2,27246,13389,13857,0500000US05051
3,11927,5662,6265,0500000US05051
4,14332,6697,7635,0500000US05051
5,13314,6077,7237,0500000US05051
6,7493,3450,4043,0500000US05051
7,2825,1054,1771,0500000US05051
0,18188,8985,9203,0500000US05053
1,4478,2262,2216,0500000US05053
2,5469,2747,2722,0500000US05053
3,2449,1210,1239,0500000US05053
4,2517,1256,1261,0500000US05053
5,1897,937,960,0500000US05053
6,1010,439,571,0500000US05053
7,368,134,234,0500000US05053
0,45325,22289,23036,0500000US05055
1,12138,6194,5944,0500000US05055
2,14507,7279,7228,0500000US05055
3,6011,2980,3031,0500000US05055
4,5427,2638,2789,0500000US05055
5,4223,1975,2248,0500000US05055
6,2256,954,1302,0500000US05055
7,763,269,494,0500000US05055
0,21741,10482,11259,0500000US05057
1,6124,3137,2987,0500000US05057
2,6122,2879,3243,0500000US05057
3,2567,1252,1315,0500000US05057
4,3023,1481,1542,0500000US05057
5,2131,975,1156,0500000US05057
6,1287,592,695,0500000US05057
7,487,166,321,0500000US05057
0,33701,17643,16058,0500000US05059
1,7641,4134,3507,0500000US05059
2,10523,5843,4680,0500000US05059
3,4453,2424,2029,0500000US05059
4,4715,2339,2376,0500000US05059
5,3772,1775,1997,0500000US05059
6,1912,852,1060,0500000US05059
7,685,276,409,0500000US05059
0,13341,6417,6924,0500000US05061
1,3770,1961,1809,0500000US05061
2,3805,1793,2012,0500000US05061
3,1654,778,876,0500000US05061
4,1718,836,882,0500000US05061
5,1329,621,708,0500000US05061
6,768,321,447,0500000US05061
7,297,107,190,0500000US05061
0,37678,18371,19307,0500000US05063
1,10119,5091,5028,0500000US05063
2,11341,5656,5685,0500000US05063
3,4681,2291,2390,0500000US05063
4,4934,2432,2502,0500000US05063
5,3696,1730,1966,0500000US05063
6,2088,889,1199,0500000US05063
7,819,282,537,0500000US05063
0,13593,7050,6543,0500000US05065
1,2689,1385,1304,0500000US05065
2,3550,1970,1580,0500000US05065
3,1794,1023,771,0500000US05065
4,2054,993,1061,0500000US05065
5,1863,927,936,0500000US05065
6,1198,578,620,0500000US05065
7,445,174,271,0500000US05065
0,16811,8348,8463,0500000US05067
1,3687,1866,1821,0500000US05067
2,5638,2978,2660,0500000US05067
3,2163,1078,1085,0500000US05067
4,2272,1087,1185,0500000US05067
5,1785,808,977,0500000US05067
6,929,413,516,0500000US05067
7,337,118,219,0500000US05067
0,68114,33662,34452,0500000US05069
1,17206,8855,8351,0500000US05069
2,21449,11135,10314,0500000US05069
3,8275,4087,4188,0500000US05069
4,9407,4465,4942,0500000US05069
5,7032,3275,3757,0500000US05069
6,3398,1439,1959,0500000US05069
7,1347,406,941,0500000US05069
0,26742,13264,13478,0500000US05071
1,7435,3728,3707,0500000US05071
2,8175,4119,4056,0500000US05071
3,3269,1658,1611,0500000US05071
4,3463,1724,1739,0500000US05071
5,2548,1231,1317,0500000US05071
6,1337,615,722,0500000US05071
7,515,189,326,0500000US05071
0,6682,3283,3399,0500000US05073
1,1360,734,626,0500000US05073
2,1767,890,877,0500000US05073
3,861,397,464,0500000US05073
4,1088,519,569,0500000US05073
5,858,408,450,0500000US05073
6,548,250,298,0500000US05073
7,200,85,115,0500000US05073
0,16434,8112,8322,0500000US05075
1,4094,2136,1958,0500000US05075
2,4811,2434,2377,0500000US05075
3,2067,1031,1036,0500000US05075
4,2220,1076,1144,0500000US05075
5,1748,827,921,0500000US05075
6,1075,466,609,0500000US05075
7,419,142,277,0500000US05075
0,8985,5049,3936,0500000US05077
1,1809,899,910,0500000US05077
2,3049,2093,956,0500000US05077
3,1203,697,506,0500000US05077
4,1160,584,576,0500000US05077
5,979,440,539,0500000US05077
6,534,233,301,0500000US05077
7,251,103,148,0500000US05077
0,13383,8273,5110,0500000US05079
1,2562,1319,1243,0500000US05079
2,5296,3918,1378,0500000US05079
3,1897,1227,670,0500000US05079
4,1579,896,683,0500000US05079
5,1139,564,575,0500000US05079
6,661,276,385,0500000US05079
7,249,73,176,0500000US05079
0,12326,5936,6390,0500000US05081
1,2997,1578,1419,0500000US05081
2,3465,1684,1781,0500000US05081
3,1576,737,839,0500000US05081
4,1699,791,908,0500000US05081
5,1528,699,829,0500000US05081
6,809,356,453,0500000US05081
7,252,91,161,0500000US05081
0,21737,10852,10885,0500000US05083
1,5210,2759,2451,0500000US05083
2,6069,3058,3011,0500000US05083
3,3033,1540,1493,0500000US05083
4,3110,1495,1615,0500000US05083
5,2457,1196,1261,0500000US05083
6,1396,638,758,0500000US05083
7,462,166,296,0500000US05083
0,73657,36302,37355,0500000US05085
1,20697,10657,10040,0500000US05085
2,24765,12342,12423,0500000US05085
3,9501,4677,4824,0500000US05085
4,8886,4287,4599,0500000US05085
5,5880,2750,3130,0500000US05085
6,2974,1269,1705,0500000US05085
7,954,320,634,0500000US05085
0,16481,8229,8252,0500000US05087
1,4260,2183,2077,0500000US05087
2,4617,2336,2281,0500000US05087
3,2096,1057,1039,0500000US05087
4,2365,1207,1158,0500000US05087
5,1851,894,957,0500000US05087
6,985,450,535,0500000US05087
7,307,102,205,0500000US05087
0,16722,8209,8513,0500000US05089
1,3360,1663,1697,0500000US05089
2,3655,1845,1810,0500000US05089
3,1951,960,991,0500000US05089
4,2988,1423,1565,0500000US05089
5,2918,1451,1467,0500000US05089
6,1432,718,714,0500000US05089
7,418,149,269,0500000US05089
0,43592,21411,22181,0500000US05091
1,11252,5826,5426,0500000US05091
2,13807,6948,6859,0500000US05091
3,5506,2753,2753,0500000US05091
4,5663,2677,2986,0500000US05091
5,4253,1953,2300,0500000US05091
6,2296,995,1301,0500000US05091
7,815,259,556,0500000US05091
0,41239,20077,21162,0500000US05093
1,11779,6035,5744,0500000US05093
2,12972,6407,6565,0500000US05093
3,4986,2387,2599,0500000US05093
4,5402,2592,2810,0500000US05093
5,3619,1683,1936,0500000US05093
6,1818,767,1051,0500000US05093
7,663,206,457,0500000US05093
0,6900,3209,3691,0500000US05095
1,1597,779,818,0500000US05095
2,1739,812,927,0500000US05095
3,851,411,440,0500000US05095
4,1112,518,594,0500000US05095
5,883,398,485,0500000US05095
6,517,225,292,0500000US05095
7,201,66,135,0500000US05095
0,8924,4414,4510,0500000US05097
1,1822,946,876,0500000US05097
2,1999,1029,970,0500000US05097
3,1226,560,666,0500000US05097
4,1466,730,736,0500000US05097
5,1326,659,667,0500000US05097
6,804,373,431,0500000US05097
7,281,117,164,0500000US05097
0,8326,4126,4200,0500000US05099
1,2066,1116,950,0500000US05099
2,2221,1121,1100,0500000US05099
3,1084,525,559,0500000US05099
4,1237,589,648,0500000US05099
5,954,446,508,0500000US05099
6,535,247,288,0500000US05099
7,229,82,147,0500000US05099
0,7805,3954,3851,0500000US05101
1,1656,882,774,0500000US05101
2,1921,983,938,0500000US05101
3,920,467,453,0500000US05101
4,1239,620,619,0500000US05101
5,1239,631,608,0500000US05101
6,639,301,338,0500000US05101
7,191,70,121,0500000US05101
0,23606,11196,12410,0500000US05103
1,5782,2948,2834,0500000US05103
2,6403,3080,3323,0500000US05103
3,2885,1365,1520,0500000US05103
4,3726,1727,1999,0500000US05103
5,2768,1272,1496,0500000US05103
6,1388,600,788,0500000US05103
7,654,204,450,0500000US05103
0,10352,5113,5239,0500000US05105
1,2528,1266,1262,0500000US05105
2,2821,1426,1395,0500000US05105
3,1432,725,707,0500000US05105
4,1480,733,747,0500000US05105
5,1225,571,654,0500000US05105
6,627,307,320,0500000US05105
7,239,85,154,0500000US05105
0,18029,8476,9553,0500000US05107
1,5089,2648,2441,0500000US05107
2,4884,2231,2653,0500000US05107
3,1998,927,1071,0500000US05107
4,2632,1177,1455,0500000US05107
5,2012,923,1089,0500000US05107
6,1024,448,576,0500000US05107
7,390,122,268,0500000US05107
0,10673,5336,5337,0500000US05109
1,2528,1313,1215,0500000US05109
2,2967,1525,1442,0500000US05109
3,1494,763,731,0500000US05109
4,1508,743,765,0500000US05109
5,1231,576,655,0500000US05109
6,739,331,408,0500000US05109
7,206,85,121,0500000US05109
0,23974,11646,12328,0500000US05111
1,6283,3195,3088,0500000US05111
2,7131,3553,3578,0500000US05111
3,3138,1568,1570,0500000US05111
4,3126,1529,1597,0500000US05111
5,2481,1088,1393,0500000US05111
6,1402,579,823,0500000US05111
7,413,134,279,0500000US05111
0,20049,9767,10282,0500000US05113
1,5015,2514,2501,0500000US05113
2,5150,2552,2598,0500000US05113
3,2396,1187,1209,0500000US05113
4,2877,1399,1478,0500000US05113
5,2637,1244,1393,0500000US05113
6,1494,691,803,0500000US05113
7,480,180,300,0500000US05113
0,64000,31721,32279,0500000US05115
1,17246,8805,8441,0500000US05115
2,21262,10790,10472,0500000US05115
3,7625,3737,3888,0500000US05115
4,7786,3868,3918,0500000US05115
5,5770,2697,3073,0500000US05115
6,3135,1412,1723,0500000US05115
7,1176,412,764,0500000US05115
0,8074,4063,4011,0500000US05117
1,1761,983,778,0500000US05117
2,2066,1026,1040,0500000US05117
3,1113,533,580,0500000US05117
4,1214,593,621,0500000US05117
5,991,509,482,0500000US05117
6,677,318,359,0500000US05117
7,252,101,151,0500000US05117
0,392680,187731,204949,0500000US05119
1,99593,50870,48723,0500000US05119
2,133612,64742,68870,0500000US05119
3,47372,22342,25030,0500000US05119
4,51028,23764,27264,0500000US05119
5,36823,16646,20177,0500000US05119
6,16855,7010,9845,0500000US05119
7,7397,2357,5040,0500000US05119
0,17948,8874,9074,0500000US05121
1,4630,2412,2218,0500000US05121
2,5254,2696,2558,0500000US05121
3,2151,1058,1093,0500000US05121
4,2334,1152,1182,0500000US05121
5,1952,908,1044,0500000US05121
6,1099,466,633,0500000US05121
7,528,182,346,0500000US05121
0,25439,14023,11416,0500000US05123
1,5907,2977,2930,0500000US05123
2,8961,5683,3278,0500000US05123
3,3167,1826,1341,0500000US05123
4,3282,1660,1622,0500000US05123
5,2505,1214,1291,0500000US05123
6,1149,495,654,0500000US05123
7,468,168,300,0500000US05123
0,121421,59489,61932,0500000US05125
1,30726,15726,15000,0500000US05125
2,38195,18717,19478,0500000US05125
3,15720,7814,7906,0500000US05125
4,15216,7396,7820,0500000US05125
5,12628,5886,6742,0500000US05125
6,6871,3154,3717,0500000US05125
7,2065,796,1269,0500000US05125
0,10319,5236,5083,0500000US05127
1,2601,1395,1206,0500000US05127
2,2776,1418,1358,0500000US05127
3,1337,677,660,0500000US05127
4,1453,732,721,0500000US05127
5,1205,583,622,0500000US05127
6,726,345,381,0500000US05127
7,221,86,135,0500000US05127
0,7958,3988,3970,0500000US05129
1,1791,935,856,0500000US05129
2,1932,975,957,0500000US05129
3,1001,484,517,0500000US05129
4,1246,629,617,0500000US05129
5,1125,573,552,0500000US05129
6,621,285,336,0500000US05129
7,242,107,135,0500000US05129
0,127753,62418,65335,0500000US05131
1,33607,17069,16538,0500000US05131
2,41071,20420,20651,0500000US05131
3,16225,8055,8170,0500000US05131
4,16346,7950,8396,0500000US05131
5,11920,5462,6458,0500000US05131
6,6109,2641,3468,0500000US05131
7,2475,821,1654,0500000US05131
0,17139,8622,8517,0500000US05133
1,5325,2727,2598,0500000US05133
2,5203,2667,2536,0500000US05133
3,2172,1091,1081,0500000US05133
4,1946,994,952,0500000US05133
